id	word1	word2	headline
zh_2190	-	-	山东日照：耕海牧渔，建设“蓝色粮仓”
zh_2191	-	-	2024中国年度新锐榜发布：“天命人”奋起、“好东西”上桌
zh_2192	-	-	狗奴崩潰！愛犬遭熊襲臟器全外露　日獸醫揭熊「最愛2器官」
zh_2193	-	-	见证新的成就 展现万千气象——全运会助力大湾区跑出深度融合“加速度”
zh_2194	-	-	特别呈现 | 比亚迪成为COP30官方合作伙伴，助力“为地球降温1℃”
zh_2195	-	-	半夜抽筋難入眠！ 營養師授擺脫疼痛全攻略
zh_2196	-	-	销量六连降，广汽埃安如何破危局
zh_2197	-	-	香港“小车女神”李思颖勇夺三金
zh_2198	-	-	马斯克的“另类”慈善：2024年捐款创纪录 但大部分捐给了“自己”
zh_2199	-	-	李显龙资政与佐科共进早餐 高兴新印关系继续稳步发展
zh_2200	-	-	国内多所高校公布学生会组织机构改革相关进程
zh_2201	-	-	苹果第12代iPad被曝加量不加价：首次拥抱AI
zh_2202	-	-	麥當勞奶昔回歸！他嘆「跟記憶中不一樣」　真實口感掀兩派論戰
zh_2203	-	-	一口开封花生糕 法伊莎梦回童年
zh_2204	-	-	大黑马！刘景扬夺金，吴艳妮屈居第二
zh_2205	-	-	【遊走大灣區】漫步深圳秋冬的詩意與煙火 六大公園尋幽指南
zh_2206	-	-	台股勁揚846點　市值單日大增2.7兆
zh_2207	-	-	好市多保暖外套特價！省近千元　網驚「打到骨折」功能強
zh_2208	-	-	獨立書店「郭怡美」第3年　賣2萬本書辦139場活動
zh_2209	-	-	转业入仕途，看似风平浪尽实则陷阱遍布
zh_2210	-	-	玄彬、孙艺珍夫妻包揽青龙奖影帝影后
zh_2211	-	-	10月份乡村消费品零售额增长4.1%
zh_2212	-	-	運動 22:20 拳擊WB盃年終賽陳念琴摘金　替2學妹出口氣
zh_2213	-	-	OpenAI推出GPT-5.1-Codex-Max 编程模型
zh_2214	-	-	新华社经济随笔：“给场景”，给出成果转化新效能
zh_2215	-	-	英國：俄艦侵犯專屬經濟海域　首度雷射攻擊英空軍 03:45 國際
zh_2216	-	-	東元首次參加鴻海科技日 21日秀模組化資料中心方案
zh_2217	-	-	财经早知道｜英伟达三季报超预期，盘后一度涨超6%
zh_2218	-	-	广播电视节目制作经营许可证（广媒）字第00179号
zh_2219	-	-	社會 22:59 毒品唾液快篩執法上路首日  高雄警查獲首例毒駕
zh_2220	-	-	月入五六千元！探访南昌陪诊师：不只陪诊，还提供情绪价值
zh_2221	-	-	“好房子”带动建材行业ESG的关注
zh_2222	-	-	山东烟台：中国首艘符合新能源汽车运输国际新标准的汽车运输船交付
zh_2223	-	-	DHA是孕期關鍵營養！ 研究：可減少早產、提升胎兒發育品質
zh_2224	-	-	2025年8月號 德州地大稅少電力足 台廠供應鏈大遷徙
zh_2225	-	-	乒乓球男团“京沪大战”今日上演！
zh_2226	-	-	「滑不停」恐致專注力下降　心理師建議遠離數位產品放空
zh_2227	-	-	走過半世紀演藝人生路　梁修身：鑽石、黃金的光芒不會被掩蓋
zh_2228	-	-	山姆盒马售卖酸奶单价不一，但由同家代工厂生产？代工厂家回应：不同品牌生产标准不一
zh_2229	-	-	“好事将近”的威马，又要收割一波韭菜？
zh_2230	-	-	翁倩玉重見20歲自己當場感動落淚　曝當年是大眾情人無緣談戀愛原因曝光
zh_2231	-	-	全面高质量落实中小学生每日体育活动不少于2小时要求
zh_2232	-	-	从“土味男主”到代言新宠，柯淳们凭什么抢走顶流的资源？
zh_2233	-	-	张军社：四川舰是中国守护和平的深蓝力量
zh_2234	-	-	《潮学集成》发布面世，汇集百年潮学研究成果
zh_2235	-	-	小丝巾里藏着大梦想，专访十五运会和残特奥会正装配饰设计者金泳萱
zh_2236	-	-	孙颖莎决赛又输陈梦！再次无缘金牌
zh_2237	-	-	金鐘獎常勝軍唐美雲　用演藝人生證明「我的選擇是對的」
zh_2238	-	-	iPhone Air的USB-C接口，首用3D打印金属部件
zh_2239	-	-	华为245TB SSD让“存储即算力”成为现实
zh_2240	-	-	“迟到48天”，美国9月非农今晚出炉
zh_2241	-	-	韓首艘潛艦將退役　完成最後巡航.國造艦承接
zh_2242	-	-	研究：全球慢性肾脏病患者近8亿 中国人数居首
zh_2243	-	-	中央社Podcast平台上線 名人故事親口說、新聞幕後聽門道
zh_2244	-	-	商务部：10月消费市场保持平稳增长态势
zh_2245	-	-	電動三輪車 Lean3 競爭對手準備現身！銳利外型搭配靈活操控
zh_2246	-	-	全支付盜刷頻傳！39人遭詐騙「難求償」　金管會曝原因
zh_2247	-	-	胡彦斌易梦玲恋情实锤！马尔代夫海边亲密画面曝光
zh_2248	-	-	上图大展再现江南士族珍藏：宋刻宋拓，尺牍清雅
zh_2249	-	-	洩密2奈米羅唯仁從台積電延退8年 至少多領8億
zh_2250	-	-	週五中南部溫差大！高溫27度 東部東北部短暫雨
zh_2251	-	-	前10个月北京新能源汽车产量同比增长1.5倍
zh_2252	-	-	【艺评】SSO准掌舵人林图 用肢体语言重申音乐厅价值
zh_2253	-	-	科颜氏、花西子等品牌检出苏丹红，他们冤吗？
zh_2254	-	-	新加坡残障运动员颁奖礼 杜维崧叶品秀再夺年度最佳运动员
zh_2255	-	-	社评：荷兰改变态度，希望能触动整个欧洲
zh_2256	-	-	TWICE開唱前兩天 彩瑛患 這病 缺席高雄演出
zh_2257	-	-	高雄防堵濫倒廢棄物增設「智慧圍籬」 整合警政交通電眼布天羅地網
zh_2258	-	-	美9月非農就業人數驚喜 美股4大指數全面大漲
zh_2259	-	-	緩解！荷蘭暫停接管安世半導體　惟中國聞泰仍未能掌權
zh_2260	-	-	夜读精选｜郑智化登机事件后，民航局拟出台规定加强残疾人航空运输保障
zh_2261	-	-	院版財劃法出爐　盧秀燕盼以民為念嘉惠地方
zh_2262	-	-	瘦瘦針原理是什麼？有後遺症嗎？費用、副作用與停藥復胖全解析
zh_2263	-	-	世界公視大展！我獨自上網.七日斷網挑戰
zh_2264	-	-	马斯克的xAI洽融150亿美元融资
zh_2265	-	-	坦言抖音「禁不了」　教育部:加強青少年教育
zh_2266	-	-	践行人民城市理念 共创幸福美好生活——“中国经济圆桌会”聚焦上海推进无卫生设施旧住房提升改造的经验与启示
zh_2267	-	-	广东U22男篮，逆转夺冠！
zh_2268	-	-	回收舊鞋、衣物「整年咖啡免費喝」！全家超商募集　門市都適用
zh_2269	-	-	TVBS民調／台灣92%民眾認為詐騙嚴重！　54%不滿意打詐
zh_2270	-	-	荷蘭暫停凍結安世 聞泰未復控制權 華商務部歡迎決定 促撤企業法庭裁決
zh_2271	-	-	12年的坚守！从衡山到雪峰山，圣辉长老护生记
zh_2272	-	-	被認定涉不公平競爭！西班牙法院判Meta賠近5億歐元
zh_2273	-	-	单企最高奖励3000万元！东莞启动低空经济资助申报
zh_2274	-	-	教育部和各省（区、市）开通2025年高考举报电话
zh_2275	-	-	从尼罗河到长城：埃及小伙刘正曦的跨文化对话
zh_2276	喷洒	键盘	-
zh_2277	摇晃	椅子	-
zh_2278	移动	毛巾	-
zh_2279	钻	笔记本电脑	-
zh_2280	喷洒	香蕉	-
zh_2281	滚动	香蕉	-
zh_2282	去籽	胡椒	-
zh_2283	滚动	衬衫	-
zh_2284	喷洒	笔记本电脑	-
zh_2285	混合	玉米	-
zh_2286	切割	椅子	-
zh_2287	混合	鞋	-
zh_2288	测量	头发	-
zh_2289	锤击	花	-
zh_2290	冲洗	自行车	-
zh_2291	摇晃	衣服	-
zh_2292	钻	番茄	-
zh_2293	喷洒	冰箱	-
zh_2294	钻井	南瓜	-
zh_2295	钻	书	-
zh_2296	洗涤	笔记本电脑	-
zh_2297	测量	蛋	-
zh_2298	锤击	笔记本电脑	-
zh_2299	测量	冰箱	-
zh_2300	喷洒	南瓜	-
