id	url	prompt
img_2_0875	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNmN6bjZ2Y3FnNW5oc3JhNmNsaDVnNXFteHBqNnI2eDBrczBkMXB6cSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/tgKHdTYy9banoikIDF/giphy.gif	That moment on a conference call when someone says, "Can you hear me?" and you actually type ______
img_2_0874	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaGpicWg5N2EwenNmYmxkYjVvdmEwM2ttdTB0YW1vanJuMzBmaDlwbiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/11iHzXDgu6K316/giphy.gif	Office politics: when everyone knows the secret but pretends ______
img_2_0873	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwY2x5NjVrMXY0cmpyb2h0bnpqYWRwNWsybTM3NGttbnUyMDZhMmZqbSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/cDBAjg32fkYOfx9ygC/giphy.gif	When you think you're job shadowing but they think you're ______
img_2_0872	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZm5sZzNzamxpMmo1MGM4NnZhOTJpdTB0NHV2OGtsZGludWRpYWFncSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/tHIGLI1oOykp7vCHga/giphy.gif	Trying to find work-life balance is like asking a penguin to ______
img_2_0871	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwM3M2OGRwa2dlcGVkN3poY2VtODN5ZjdpbmZiYXVnZTVxNjRhOXpteCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/XDF1zf9EjgVbf4nbqE/giphy.gif	When you're pumped for the kickoff meeting but realize it's just ______
img_2_0870	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMDF0N3QwY253OHdpeHljaXVzMHBnZGJpam1xbHZzMDdrbGh0cHh4ciZlcD12MV9naWZzX3NlYXJjaCZjdD1n/FhyADa5Cf95C4bIDfS/giphy.gif	Staff appreciation day: when everyone pretends they love ______
img_2_0869	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwa291dG1kbGhjOTdsdjUyNHJuODhxazcwYnczcThjNG00a3g4MzR2diZlcD12MV9naWZzX3NlYXJjaCZjdD1n/r42iXcmLhz2MtIWkCv/giphy.gif	Employee recognition moments feel like winning an Oscar from ______
img_2_0868	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMDNnYjdnZGhuMmp4MjA5aG83M2dqMDRjaXU4NG1lamt3bnczaWNmZyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/HBUVqjyTtZhyEgV8fT/giphy.gif	The best part of office decoration is seeing how many plants you can ______
img_2_0867	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZTUxMWphaXFiY3k4cG1mdnAxNHpsZHp2ejk2bG5uMDJqNzVpY2o3ZiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/U6Gyn7SxneWfTM5i4Q/giphy.gif	That moment in a strategy session when someone suggests ______
img_2_0866	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcTdpbjZzNzNyNmM5NHpvZnBxMDl3bGV4cGh5bjFjbmI4cXJ2NzV0MSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/h3o4Exx7X4mC2oMVxm/giphy.gif	Running on coffee and sarcasm is my ______
img_2_0865	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZjZ0Mm14eTY4c3Q5dnJxaXJqM2sybnhrenlyaWt1YjM2YXBwdWt0MyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/WCiKjbfuKLNv8Tdwp8/giphy.gif	Taking meeting notes be like trying to ______
img_2_0864	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZ2YwNjBmdnBmM2YzYmlnajlmZWZqcHE5ZnoxNG9obHRleWN0c2w1aSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/H2u46cKU3VaXht6Iv9/giphy.gif	When your work crush walks by and you suddenly forget how to ______
img_2_0863	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwN3BhMjRja2xraXZ4NTJ1NGdvNXdlMWM4eHJ0NmFjbjN1anhyeTgwOSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/XcLNPfMKBaCpsD3MoA/giphy.gif	When you ask for a deadline extension but your boss says ______
img_2_0862	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwb2tjYXBieGRyejFzZmE5Y2xmd2VqemNveWM0ZmxpYms4aTFzNzh2NSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/GmxtKnsWbZA1N2ABnW/giphy.gif	Me trying to keep track of a project timeline like ______
img_2_0861	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZWVheGRwOWxuMmFxNGl6czh6Mm9mcWVsYzc5ZGVkaWdvZW8yMWU3eCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/mBLo0G3w2pQq8XncUH/giphy.gif	When the team victory celebration goes a little too hard and ______
img_2_0860	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZ2FxbG5lZnA5anB1bHBqYmFuYXgxZDVzMnRrbmpuazBidzFuYmxmcyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3ohhwmHcCu9wNkgB1e/giphy.gif	Office etiquette is important, which is why I always make sure to ______
img_2_0859	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMGNrcDJ1cWU1eGNxMHV5MnI0ZHo1cTlzMXZwdGlydGowM2c5YW83MSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/A6VUM0rqcoxAA3HCzP/giphy.gif	Task delegation level: Throwing a ball at someone and saying ______
img_2_0858	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcweGR6MmV0ZjB0MHplcHpwb3p0bHZ4b2k5N3Qwa3d5cm1icXdvZTdkNSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/agVnZUYIYJC466Tj7Q/giphy.gif	When you exit the office on a Friday like ______
img_2_0857	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwN2RmMW04bjVuYXF1bGZlcWtzd3oyNzZkZGM1a2V2bXoyNHp6cWFlOSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/X1DWLQ1ui8M3C/giphy.gif	When you're just trying to bake and the oven decides to ______
img_2_0856	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwOTU2dmdqZjdsbW40cDY1ZnB0ZTF0djZ6aTFrb3I3b3hmNmtheWN0aCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/Qsc5gpF1YTFtoxfeqI/giphy.gif	Kitchen mishaps happen when you ______
img_2_0855	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwejhra2ZtNmJxNDIwNzNkZmhhaXZsMnNxNzgzc3o5dXlmY293dDRhZSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/W5yshKbH5wrwA/giphy.gif	Trying to use a frying pan like Rapunzel to solve my ______
img_2_0854	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZWNwZHl0MjNmM2oxN2Q5a2Y0anJ6bzJ3dTZjMGt1bmlmOWhqbmVwYyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/1oFtxD7iIPQBvTjiEg/giphy.gif	Oops, turns out the secret ingredient to my recipe fail was ______
img_2_0853	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMG4xajRsY290bHJvMDd2c21tem1yNnk4b2tzZTFpb3V0ZWp0d3E2dyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/vTyubb2w0HV1v4JjhF/giphy.gif	When you've hit peak chef burnout and the only thing left on your to-do list is ______
img_2_0852	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNGc5YTFkbzByNGR6djlvMnNybHBsbTJ2cHcwbjlncHB5enA0eWkxcCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/YMfzVZA6mgMReZmKNv/giphy.gif	That moment when your sauce splatters everywhere and it looks like modern art but ______
img_2_0851	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZDcxMGgyeDM2MTg4ZHl3a20wZ3RzZmF0eHZ4aDVhdWczc2xtYmU1byZlcD12MV9naWZzX3NlYXJjaCZjdD1n/L2aWIclC0DhKAsLz8Y/giphy.gif	When your baking disaster makes the judges on Bake Off go ______
img_2_0850	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMXB0Ynl4bXgzcG1teWxzcGZxZm9zMXp5cW1ndTV6OTB5b3ZyMTFyZyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/6zYMqU45raBI4/giphy.gif	When you're in the middle of a food fight and someone decides it's time to throw ______
img_2_0849	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwN25qYmF5c3dvd3lxN2RjenNjeWtiNHYzZnQ5Zzg0dm1wY3dla21ubyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/dkp51FwI77pK3Lnd6O/giphy.gif	When you realize you mixed up the sugar and salt, and now your cake tastes like ______
img_2_0848	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMTR4dmhuczl5M2gyMHg4aWFmc2ducGJucWNpcmZjaXl6NDYycDJlYSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/cZlBLrKi81A9K4n9pd/giphy.gif	Grilling nightmare: when you realize the grill is on fire and you try to blame it on ______
img_2_0847	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwamJ4czF3cGZraDBwenlxeG5nYmU0cTdrbmc3ajEyeHVqMzY3Y3M1YiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/Qv4OJX9nwgbgvz3Y1F/giphy.gif	When the panicked chef runs around the kitchen like ______
img_2_0846	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaDdrOHI1cXBmcDdqMmUxb3FqM2VleXFhYnN0M2J2a3BmcTVjaWQxciZlcD12MV9naWZzX3NlYXJjaCZjdD1n/RmmX4ttga1XkJdXEIX/giphy.gif	Trying to be the perfect sous chef but all you can think about is ______
img_2_0845	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdGdlbnQwdHk5OHNoNmlhMnd5OG51NHpzcnBqYjI0emRlcDF5dHAzdSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/ZSJjv03FHwwTjUHP30/giphy.gif	Dinner rush: when you have 30 seconds to make 5 dishes, and you suddenly forget how to ______
img_2_0844	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcmQxZmNhY2k3eTZ2ZHhmNG9xZjZsOWV6cnM0ajFhMDJpN2xnd3N3dSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/psqPGTNGDfTD6GDPQt/giphy.gif	First pancake flips like a pro, the rest flip like ______
img_2_0843	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMGo0c3N0M2dzZ3FxZ3NndGd5cXFxdzQ5ejMzemRrYjYzY3Y2eGlrbiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/5hd6VlgjmgvR54liai/giphy.gif	That moment when your morning starts with the smell of burnt toast and ______
img_2_0842	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNHJ6ZGo4a3FsNTF3aXJwbWpzMTFjbWwwZm0xM3djam81ajA0ZTl2OSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3o7btWKVpiiXh4Z2kE/giphy.gif	Trying to follow an impossible recipe and my kitchen ends up looking like ______
img_2_0841	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwYzVvbmN5cmR2eG02eWk3ZTczYnIwcW9vNmE2cnlmemd5emYwYzYwbiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/FSNXUr0ZOUjyU/giphy.gif	When you tell your guests the pasta is al dente, but it’s actually ______
img_2_0840	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMjFpbGdudjB5MGwxMGY4bGRwOXI1Z3JwMGF0YXFmZnluMDl5NHZqZCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/P8Ifs5dSUZuRTHG9Ti/giphy.gif	When you're trying to bake but the flour goes everywhere like ______
img_2_0839	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcTU5N2IxeDl3MTBhMjlkYmlzNno0dGdrcnBqaTQ4dXMxN3VqdmF4ZSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/TBtOzS6M4qIiePZvGY/giphy.gif	When you realize the real slicing mystery is how I managed to cut ______
img_2_0838	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwYnFidHl1d2hjdzEzYzMxeXZ0czhlb3Ztbzlka2tpN2Q4MDlvM3RkNiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3oeSAAhciF3ESjtf32/giphy.gif	When your garnish disappears faster than ______
img_2_0837	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZ3d3bGMyYmZuZWxsaG9qejcyejNnamI1ZmF6YnAwcXhnMHZsdnp6eSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/BEonwrQSVpVIhMiO08/giphy.gif	When you're home alone dancing in the kitchen and suddenly realize ______
img_2_0836	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZTU5b2MzbHppaWdpeHZhZHRvbjUwdGsxMzBob25wZGx6djdrNW5oOSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/Png7nka6EHdTmYRF13/giphy.gif	When decorating a cake ends with more frosting on ______
img_2_0835	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZXJpcWxmajJieTgyN3JsbGs4a3c1OGZyY2NxMmhsczI0NXppamdpZiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/bBlqPlPAgHhyedUDl5/giphy.gif	When your friend shares a recipe that leaves you questioning ______
img_2_0834	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwOXNzMHBwdTc2bHdqYjV1cXNyNXJvNzNocTU4bWE1Y2VvYTk2encyaiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/LmxxotgMjTj32/giphy.gif	When your pot starts boiling over and your reaction is as dramatic as ______
img_2_0833	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZGgzeXE0M2U5MjFsYW14OWN5ajJyM3U4d2U1ZXdoajVybHJtM2NvaiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/1wpOolw1SOkFTIW5iH/giphy.gif	When your chopping frenzy ends with cutting everything except ______
img_2_0832	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwc2gxcjV0cDN3enhrNGhkbXp5dTdwenB5MWwzODVremV5OTd3ZDZodCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/BMVqyjyVTkoGUAO74X/giphy.gif	When the recipe calls for smoke but instead you create ______
img_2_0831	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwc2Q3NTRyMnU4dG85YW9kMjhzcDM3b21xZDJwZG02Y2owZGZuZTMzcSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/dSKl6x6F2JhaoVqZxK/giphy.gif	When you find frozen leftovers in the freezer from ______
img_2_0830	https://media2.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwNDlwMnlmYXM1eWcwbmUwdDYzeWV3ZzRwamVoYnZrODY1cWMxaTg0bSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/6orfjHlFFb3fzNd1Hs/giphy.gif	That moment the gas stove ignites like ______
img_2_0829	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwdjhkNGx4b3Bpc3o0eWdhaXhuNXF5cWo3Z3YybWN6YXUzZDV1a3Y2ZCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/lDR0wnXboVr8c/giphy.gif	When you realize your pan tryout is more like ______
img_2_0828	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwYzludmplbXRxdXRrb3loYWYzYWV5bTBrM2FldzZ6YWZzM2gybjhtayZlcD12MV9naWZzX3NlYXJjaCZjdD1n/TkrVo7ga5HRJYnZRqQ/giphy.gif	Baking blooper level: when you accidentally make a ______
img_2_0827	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwbWtnNTdic2tzMTF3dTdxa3ZraHlmZ2NzejR5M3hub3c2c2JhdzM2bCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/gk2fNfewGUKUQ47RQe/giphy.gif	Crazy kitchen adventures: when your cooking ends up in ______
img_2_0826	https://media1.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwcGIyamNyeTltZmMycG0yYnp3b3VhbXp3d2pyenh0cHd1dzR0bTVpZyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3o6wrB5YXlfmFpriO4/giphy.gif	Sudden smoke in the kitchen because ______
img_2_0825	https://media4.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwY3plYXFtcHhlMzUxbG5pZDh3eWZqdDM2ZGw0dmk5b256MmI0YXphbyZlcD12MV9naWZzX3NlYXJjaCZjdD1n/7HKiVQWAwJmVkSrH5R/giphy.gif	When unexpected guests show up and you have to pretend ______
img_2_0824	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwMW5kYzMwOGFyZG1naWFkYTVsNGY1eHB0MWFwdnJ6Y3IxcjN3anJpeiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/l378nomxAS0EHt44M/giphy.gif	Kitchen showdown: when the real competition is between you and ______
img_2_0823	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwaTZiZDhmc2c4bDcxcm8xNjJhaWhlNnc2OWxzdThnOTVtMmRmMXM4dCZlcD12MV9naWZzX3NlYXJjaCZjdD1n/l3vRfkfeknwi1CB5m/giphy.gif	When the chopping challenge is on but you're stuck with ______
img_2_0822	https://media0.giphy.com/media/v1.Y2lkPWE1YTU4ZDcwZnZiazNhdXBvb3Y4NnJmNmFpazdmZ3VtcndhdmxrcW9kaDJvenlpYSZlcD12MV9naWZzX3NlYXJjaCZjdD1n/3E1nMETypW1ta7e977/giphy.gif	That sizzle in the stir-fry could mean either deliciousness or ______
img_2_0821	https://media3.giphy.com/media/v1.Y2lkPWE1YTU4ZDcweGg0Y3loMjdlZWg3NWNvZ24yNWx5YWN3cGszMDhhOTllcWdjZWd0ayZlcD12MV9naWZzX3NlYXJjaCZjdD1n/eFHQBkI9bEcLu/giphy.gif	When your gourmet meal attempts end up looking more like ______
